project_name,project_short,project_code,latitude,longitude,site_stage,site_type,site_subtype,site_commodities,tectonic_unit,resource_mt,resource_grade_gt,resource_oz,reserve_mt,reserve_grade_gt,reserve_oz,total_gold_oz,tenement_ids,tenement_types,tenement_holders,tenement_status,minedex_url
Mt Newman Gold,Mt Newman,J01860,-28.483387,121.076112,Undeveloped,Deposit,Unspecified,"Au, Ag",Eastern Goldfields Superterrane,0.14,5.0,22505.5,0.0,0.0,0.0,22505.5,M 37/599,MINING LEASE,GENESIS MINERALS (LEONORA) PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/f663d992-263e-498b-9d18-94c1ca17e1d2
Mt Palmer / Aurumin,Mt Palmer Alluvials,J04849,-31.409522,119.686274,Care and Maintenance,Infrastructure,Tailings storage facility,Au,Youanmi Terrane,0.0985,0.63,1995.1,0.0,0.0,0.0,1995.1,M 77/406-I,MINING LEASE,AURUMIN MT PALMER PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/7e37fdb2-ce6e-422a-9ebe-4941c39df5ae
Mt Stirling / Asra - Leonora North,Mt Stirling - Leonora North,J04654,-28.597354,121.073392,Undeveloped,Deposit,Unspecified,"Au, Ag",Eastern Goldfields Superterrane,2.747,1.72162359,152050.3,0.0,0.0,0.0,152050.3,M 37/1306,MINING LEASE,"BIGGS, GLEN NEIL",LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/f71f727a-bea2-45d6-9020-947ba9892375
Mt York Gold,Mt York,J00167,-21.108961,118.901188,Shut,Mine,Openpit,"Au, Ag",Pilbara Craton,49.24,1.02336312,1620086.6,0.0,0.0,0.0,1620086.6,L 45/105; M 45/1306,MISCELLANEOUS LICENCE; MINING LEASE,ALBEMARLE WODGINA PTY LTD; MT YORK OPERATIONS PTY LTD,LIVE; LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/e1a2351c-519c-4454-b6f4-27405a6a7528
Mt York Gold / Pilbara Minerals,Pilbara Minerals,J05730,-21.09112,118.903039,Shut,Mine,Openpit,"Au, Ag",Kelly Large Igneous Province,0.039,1.25615385,1575.1,0.146,1.86972603,8776.5,10351.6,L 45/396; M 45/78; L 45/105,MISCELLANEOUS LICENCE; MINING LEASE; MISCELLANEOUS LICENCE,PILGANGOORA OPERATIONS PTY LTD; PILGANGOORA OPERATIONS PTY LTD; ALBEMARLE WODGINA PTY LTD,LIVE; LIVE; LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/b1fbe6aa-c45e-cdb6-64d0-da5f2ca1099a
Mugga King,Mugga King,J01361,-28.702634,116.24105,Undeveloped,Deposit,Unspecified,Au,Youanmi Terrane,0.255,2.8,22955.6,0.0,0.0,0.0,22955.6,E 59/1242-I,EXPLORATION LICENCE,GULLEWA GOLD PROJECT PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/85e57046-d74e-43b7-b528-cc131a28a397
Mugga King Tailings,Mugga King Tailings,J00926,-28.703364,116.241853,Shut,Infrastructure,Tailings storage facility,Au,Youanmi Terrane,0.005,1.75,281.3,0.0,0.0,0.0,281.3,E 59/1242-I,EXPLORATION LICENCE,GULLEWA GOLD PROJECT PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/f29f8ea0-1409-44cc-a532-39f68b50b364
Mulgabbie North,Mulgabbie North,J02417,-30.149476,122.397013,Undeveloped,Deposit,Unspecified,"Au, Ag",Eastern Goldfields Superterrane,11.638,0.77985908,291799.8,0.0,0.0,0.0,291799.8,L 31/38; M 28/240,MISCELLANEOUS LICENCE; MINING LEASE,NORTHERN STAR (CAROSUE DAM) PTY LTD; OZAURUM MINES PTY LTD,LIVE; LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/47c081b0-c396-4ff5-a160-d25c92e7e6b0
Mulwarrie Central,Mulwarrie Central,J00268,-30.001446,120.56251,Shut,Mine,Openpit,"Au, Ag",Youanmi Terrane,2.984,3.55743968,341292.5,0.0,0.0,0.0,341292.5,M 30/119,MINING LEASE,ADMIRAL GOLD PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/f1cf8bfc-532e-41f4-9dee-938d63322723
Munni Munni Platinum - Pinderi Hills,Munni Munni,J00820,-21.120356,116.828779,Undeveloped,Deposit,Unspecified,"PGE, Pt, Pd, Rh, Au, Cu, Ni",Sisters Supersuite,23.6,0.24745763,187760.1,0.0,0.0,0.0,187760.1,M 47/124,MINING LEASE,ALIEN METALS AUSTRALIA PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/c3b95c60-722c-4ab5-89f3-a5322975173b
Munro Bore,Munro Bore,J03053,-27.074446,118.457853,Undeveloped,Deposit,Unspecified,Au,Youanmi Terrane,0.27,1.6,13889.1,0.0,0.0,0.0,13889.1,M 51/338,MINING LEASE,WANBANNA PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/39b7630f-d76e-4e44-b692-309510ac4040
Murchison / Monument,Murchison,J02772,-27.050408,118.4583,Care and Maintenance,Mine,Openpit,"Au, Ag",Yilgarn Craton granites,15.9412,1.55155296,795203.1,0.0,0.0,0.0,795203.1,M 51/117,MINING LEASE,MONUMENT MURCHISON PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/ce4eddeb-a7d6-42d6-9f85-2ba75ddac8f7
Murchison / Westgold,Murchison,J00347,-27.486686,118.116808,Shut,Mine,Openpit,Au,Youanmi Terrane,10.345,2.02746738,674333.6,4.576,1.11280813,163718.1,838051.7,M 20/55,MINING LEASE,BIG BELL GOLD OPERATIONS PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/78d6d178-d01c-4c10-88bf-7e949215fc95
Murchison Gold - Andy Well - Gnaweeda,Murchison,J03245,-26.325496,118.78576,Operating,Mine,Openpit,"Au, Ag",Youanmi Terrane,12.95,2.95830116,1231693.3,3.96,3.10858586,395775.1,1627468.4,M 51/882,MINING LEASE,ANDY WELL MINING PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/4f2fb640-a232-4ff2-b566-15e9ce2613f7
Murchison South,Murchison South,J01505,-29.25077,117.687765,Undeveloped,Deposit,Unspecified,"Au, Ag",Youanmi Terrane,0.753,2.74847278,66539.1,0.0,0.0,0.0,66539.1,M 59/769,MINING LEASE,CERVANTES GOLD PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/f4a4bf39-e66e-4e4d-9215-8eb60a502993
Nanadie Well,Nanadie Well,J03026,-27.160156,118.956153,Undeveloped,Deposit,Unspecified,"Cu, Au, Ni, Co, PGE",Youanmi Terrane,40.4,0.1,129888.8,0.0,0.0,0.0,129888.8,M 51/887,MINING LEASE,SOLSTICE MINERALS LIMITED,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/c3a614f9-a26b-4bb5-864f-33f6fff96fa3
New Bulong - Boundary - Kal East Gold Project,New Bulong - Kal East,J01837,-30.729082,121.775318,Operating,Mine,Openpit,"Au, Ag",Eastern Goldfields Superterrane,3.548,2.65760993,303155.4,0.704,2.24723011,50864.0,354019.4,M 25/24,MINING LEASE,BLACK CAT (KAL EAST) PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/9339136b-48c0-4fb3-9085-f47a20488525
New Mexico,New Mexico,J01007,-30.307904,120.958256,Care and Maintenance,Mine,Openpit,Au,Eastern Goldfields Superterrane,0.007,12.0,2700.7,0.0,0.0,0.0,2700.7,M 24/241,MINING LEASE,"FORREST, MAXWELL WILLIAM PETER",LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/f97f3c75-98da-4d39-b65e-e80027c84e71
Newington Gold,Newfield,J02524,-30.494935,118.891413,Shut,Mine,Shaft,"Au, Ag",Youanmi Terrane,0.1473,8.99769179,42611.3,0.0,0.0,0.0,42611.3,M 77/422,MINING LEASE,MIDAS MINERALS (NEWINGTON) PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/baf0aa9d-af21-49c9-b628-35c17d134b1f
Nimbus,Nimbus,J02021,-30.788363,121.648132,Proposed,Mine,Openpit,"Ag, Zn, Pb, Au",Eastern Goldfields Superterrane,12.0896,0.20028156,77847.3,0.0,0.0,0.0,77847.3,M 26/490,MINING LEASE,KALGOORLIE ORE TREATMENT COMPANY PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/f42c3839-9ea9-47bd-b992-4cae8629f5fa
Norseman / Accent,Norseman,J00990,-32.264787,121.805613,Undeveloped,Deposit,Unspecified,Au,Eastern Goldfields Superterrane,1.381,1.56476466,69475.7,0.0,0.0,0.0,69475.7,M 63/657,MINING LEASE,ACCENT RESOURCES NL,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/f51d961f-940d-419d-a1fc-82179aaaaace
Norseman / Galileo,Norseman,J05393,-32.095663,121.644441,Proposed,Mine,Openpit,"Co, Ni",Eastern Goldfields Superterrane,17.48,4.497e-05,25.3,0.0,0.0,0.0,25.3,M 63/671,MINING LEASE,NORSEMAN RESOURCES PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/c9bec26b-fc86-45d5-92b9-69b0ef01da7b
North Ironcap,Northcap,J03285,-32.359815,119.684206,Undeveloped,Deposit,Unspecified,Au,Youanmi Terrane,2.412,1.37,106240.1,0.0,0.0,0.0,106240.1,M 77/544,MINING LEASE,MYAMBA MINERALS PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/454fa15f-65ba-4563-8cb8-563e8c79c870
North Kanowna Star,Bardoc Gold,J01436,-30.474214,121.550311,Undeveloped,Deposit,Unspecified,"Au, Ag",Eastern Goldfields Superterrane,0.716,1.36578212,31440.2,0.0,0.0,0.0,31440.2,M 27/102,MINING LEASE,GPM RESOURCES PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/159a4c08-ea8b-46ec-b104-ee6e366b28c2
North Monger - Kal East Gold Project,Kal East,J02818,-30.896363,121.939026,Operating,Mine,Openpit,"Au, Ag",Yilgarn Craton granites,16.868,1.92890088,1046077.7,2.6711,2.0254764,173943.3,1220021.0,M 25/350,MINING LEASE,BLACK CAT (KAL EAST) PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/2ccd818d-012f-4e87-aabc-58f25b1c16c5
North Shaw,North Shaw,J00282,-21.325113,119.365872,Shut,Mine,Openpit,"Au, Ag",Warrawoona  Large Igneous Province,0.004,5.0,643.0,0.0,0.0,0.0,643.0,E 45/5231,EXPLORATION LICENCE,HAOMA MINING NL,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/1ecee86a-8e73-42ef-8aa6-9e6ffc93a05b
North Widgiemooltha Gold / Mincor,North Widgiemooltha,J04876,-31.499646,121.563043,Care and Maintenance,Mine,Openpit,"Au, Ag",Eastern Goldfields Superterrane,4.055,1.43398274,186949.9,0.094,2.10212766,6353.0,193302.9,M 15/48,MINING LEASE,WYLOO KAMBALDA PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/e1a0642a-3ab5-4214-82c7-47b969d55f02
Nullagine / Millenium,Nullagine,J01913,-21.967105,120.12051,Care and Maintenance,Mine,Openpit,"Au, Ag",Mosquito Creek Basin,23.3395,1.54384027,1158468.8,5.1221,1.53133285,252178.5,1410647.3,M 46/186,MINING LEASE,MILLENNIUM MINERALS PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/845995d1-b48c-4ebd-ad84-83d408c6ce07
Old Project Sites (no tenements) for Atlas,Old Project Sites (no tenements) for Atlas,J04587,-28.702516,120.896807,Undeveloped,Deposit,Unspecified,Cali,Yilgarn Craton granites,0.06,3.0,5787.1,0.0,0.0,0.0,5787.1,,,,,https://minedex.dmirs.wa.gov.au/Web/projects/details/4c81e3db-e1fa-4f6a-8b76-22b0ca741829
Paddington - Mt Pleasant,Paddington - Mt Pleasant,J00292,-30.40777,121.397653,Operating,Mine,Openpit,Au,Yilgarn Craton granites,327.905,1.14,12018307.8,125.989,0.72,2916456.9,14934764.7,M 24/564,MINING LEASE,PADDINGTON GOLD PTY LIMITED,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/33445e63-e81c-4960-ab7b-d3d528b036f3
Panton,Panton,J00819,-17.751516,127.831605,Proposed,Mine,Decline,"Pt, Pd, Au, Ni, Cu, Co","Lamboo Province, Central Zone",92.8,0.1,298358.5,0.0,0.0,0.0,298358.5,M 80/105,MINING LEASE,PANTON SILL PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/ea842d9e-6ddd-43df-8ed4-cb459c9e19ee
Parker Range - Burbidge,Parker Range - Burbidge,J03069,-31.573456,119.568204,Undeveloped,Deposit,Unspecified,"Au, Ag",Youanmi Terrane,0.2965,1.67190556,15937.7,0.0,0.0,0.0,15937.7,M 77/766-I,MINING LEASE,BARTO GOLD MINING PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/eaa6ebae-6f65-4717-8c4c-18e4d535b0b4
Parker Range - Olga Rocks,Parker Range - Olga Rocks,J01053,-31.613838,119.595498,Operating,Mine,Openpit,"Au, Ag",Youanmi Terrane,1.3894,2.27460774,101607.1,0.0,0.0,0.0,101607.1,M 77/657-I,MINING LEASE,AURENNE PARKER RANGE PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/7fbb99d5-36c6-4568-b0e1-3ef8995d368a
Parks Reef,Parks Reef,J00817,-26.845009,117.739175,Undeveloped,Deposit,Unspecified,"PGE, Pt, Pd, Au, Cu, Ir",Youanmi Terrane,243.0,0.07728395,603790.1,0.0,0.0,0.0,603790.1,M 51/875-I,MINING LEASE,PODIUM MINERALS LIMITED,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/4169f52d-bbc7-4006-b2bc-7d7e49b2a69b
Paterson / Greatland Resources,Paterson,J05392,-21.727803,122.640676,Under Development,Mine,Decline,"Au, Cu, Ag",Anketell Shelf,132.0,1.63106061,6922045.7,38.5,2.63,3255419.1,10177464.8,M 45/1287,MINING LEASE,GREATLAND PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/ce48b6c6-8d8f-4da0-9087-d742b463f4bb
Paterson / Rio Tinto,Paterson,J05463,-20.721487,121.74281,Undeveloped,Deposit,Unspecified,"Cu, Au, Ag",Anketell Shelf,741.0,0.33495277,7979803.7,0.0,0.0,0.0,7979803.7,E 45/4833; L 45/552,EXPLORATION LICENCE; MISCELLANEOUS LICENCE,RIO TINTO WINU PTY LIMITED; RIO TINTO WINU PTY LIMITED,LIVE; LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/1d73e5c2-c6eb-45df-aae4-a266e0254710
Paulsens,Paulsens,J00242,-22.836168,116.123344,Undeveloped,Deposit,Unspecified,"Sb, Pb, Au, Ag",Ashburton Basin,3.343,4.5625187,490378.6,0.63,4.32952381,87694.2,578072.8,M 08/193,MINING LEASE,BLACK CAT (PAULSENS) PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/54a68213-7905-4511-bdfb-0edaa906f64e
Peak Hill / Aragon,Peak Hill,J00302,-25.636735,118.717113,Shut,Mine,Openpit,"Au, Ag","Yilgarn Craton, Marymia Inlier",6.497,1.76583346,368852.8,1.122,1.95,70342.5,439195.3,M 52/35,MINING LEASE,ARAGON RESOURCES PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/592e1c11-832b-4ffc-89bd-d6f1a1ba7ade
Penny Gold,Penny,J05525,-28.853313,118.810258,Operating,Mine,Decline,"Au, Ag",Youanmi Terrane,0.2077,16.42667309,109692.4,0.26,8.4,70217.1,179909.5,M 57/180,MINING LEASE,PENNY OPERATIONS PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/7c8dd2a5-d09a-47c3-9e27-630449785da5
Pennys Find,Pennys Find,J01376,-30.53085,121.873865,Proposed,Mine,Decline,"Au, Ag",Eastern Goldfields Superterrane,0.428,4.5663785,62835.6,0.3283,3.2,33776.2,96611.8,M 27/156,MINING LEASE,BLACK MOUNTAIN GOLD PTY LIMITED,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/ff4c4e5e-7574-4992-a862-d7ec3943a30a
Perrinvale VHMS,Perrinvale,J05663,-28.958081,119.939051,Undeveloped,Deposit,Unspecified,"Cu, Zn, Pb, Au, Ag, Co",Youanmi Terrane,0.272,0.41878676,3662.3,0.0,0.0,0.0,3662.3,E 29/938-I,EXPLORATION LICENCE,TOUCAN GOLD PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/21b9588c-5c92-1faf-7197-397a21f893b7
Phillips Find,Phillips Find,J01338,-30.612844,120.965996,Operating,Mine,Openpit,"Au, Ag",Eastern Goldfields Superterrane,0.7585,2.32133158,56608.7,0.028825,3.04,2817.3,59426.0,M 16/168,MINING LEASE,GREENSTONE RESOURCES PTY LIMITED,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/9472d2d6-cda9-4087-96b9-ede5bd6d8239
Picnic,Picnic,J02126,-28.862195,121.503413,Undeveloped,Deposit,Unspecified,Au,Eastern Goldfields Superterrane,0.021,2.35,1586.6,0.0,0.0,0.0,1586.6,M 37/1144,MINING LEASE,"COSTELLO, PHILLIP GERARD",LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/aa377727-b6cf-491d-a448-9f9f4f190d5e
Pilbara Gold - Western Mining Centre,Pilbara,J02251,-20.898068,118.196307,Care and Maintenance,Mine,Openpit,"Au, Ag",Mallina Basin,40.86,2.00873715,2638833.0,0.0,0.0,0.0,2638833.0,M 47/476,MINING LEASE,NORTHERN STAR (INDEE GOLD) PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/8718d17b-d4d5-49cb-923e-a4d144e5bde0
Pinjin,Pinjin,J06427,-30.19374,122.748306,Undeveloped,Deposit,Unspecified,Au,Eastern Goldfields Superterrane,2.34,1.02264957,76936.6,0.0,0.0,0.0,76936.6,E 28/2655,EXPLORATION LICENCE,"KEAN, STEVEN LIONEL",LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/70e8fd8c-4a43-56c1-647f-9e9a829c2156
Pinnacles Gold / Nexus - Saracen JV,Pinnacles,J04732,-30.286632,122.3715,Undeveloped,Deposit,Unspecified,"Au, Ag",Eastern Goldfields Superterrane,0.609,4.0499179,79296.5,0.0,0.0,0.0,79296.5,M 28/243,MINING LEASE,NEXUS PINNACLES PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/099ef16b-3ba3-45b6-b103-27e4315daf4f
Plutonic Dome,Marymia,J04062,-25.170757,119.632475,Proposed,Mine,Decline,"Au, Ag",Yilgarn Craton granites,14.359,2.97253291,1372275.5,4.144,3.67557915,489706.6,1861982.1,M 52/217,MINING LEASE,DAMPIER (PLUTONIC) PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/d7113c98-d58a-4f47-b2f3-c3d6415154f4
Plutonic Gold,Plutonic,J00417,-25.318201,119.446437,Operating,Mine,Decline,"Au, Ag",Eastern Goldfields Superterrane,23.9,3.37154812,2590703.4,12.856,2.4105476,996350.2,3587053.6,M 52/150,MINING LEASE,CATALYST (PLUTONIC) PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/f3634e17-180c-427c-9f6d-a2deb75c772d
Polar Bear Gold,Polar Bear,J04154,-31.827975,121.87908,Undeveloped,Deposit,Unspecified,"Au, Ag",Eastern Goldfields Superterrane,0.328,3.10182927,32710.1,0.187,1.5,9018.3,41728.4,E 63/1142,EXPLORATION LICENCE,POLAR METALS PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/bc421767-b3d1-465c-8c03-1dde2fbd1ad1
Quartz Circle,Quartz Circle,J02344,-21.667676,120.18741,Undeveloped,Deposit,Unspecified,"Cu, Au, Ag",Warrawoona  Large Igneous Province,0.093,0.24,717.6,0.0,0.0,0.0,717.6,E 46/1148,EXPLORATION LICENCE,SAHUL EXPLORATION PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/ac178f0b-d7cd-4987-80ec-b3fed4b3fb85
Quartz Creek - Minerichee,Quartz Creek - Minerichee,J02144,-28.936187,117.049442,Undeveloped,Deposit,Unspecified,Au,Youanmi Terrane,0.092,1.97804348,5850.8,0.0,0.0,0.0,5850.8,M 59/771,MINING LEASE,COMPLETE PROSPECTING PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/319fc860-ecc9-4e92-986d-8b20f0555e60
Queen Lapage,Queen Lapage,J00307,-30.616166,121.979807,Operating,Mine,Openpit,"Au, Ag",Eastern Goldfields Superterrane,0.25688,3.00226721,24795.3,0.0,0.0,0.0,24795.3,M 25/344,MINING LEASE,G & D MINE SERVICES PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/25ae7d2b-d03f-4f45-a2cc-304b400a2134
Queens Gold,Queens Gold,J07134,-28.30701,121.134146,Undeveloped,Deposit,Unspecified,Au,Yilgarn Craton granites,1.096,1.38,48627.3,0.0,0.0,0.0,48627.3,P 37/8468,PROSPECTING LICENCE,U RESOURCE PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/ff6e6e10-edb2-172f-cb8d-b7950c4cbbcb
Quinns,Quinns,J00104,-29.022272,120.506021,Shut,Mine,Openpit,"Au, Ag",Eastern Goldfields Superterrane,0.56,2.61464286,47075.1,0.1448,2.08577348,9710.2,56785.3,M 29/65,MINING LEASE,AURENNE MIT PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/b347dc7d-ec94-4a50-91e4-8b3399cf219d
Radio - Bullfinch,Radio - Bullfinch,J01432,-30.913995,119.082613,Care and Maintenance,Mine,Decline,"Au, Ag",Youanmi Terrane,0.2107,4.22265306,28604.9,0.0,0.0,0.0,28604.9,M 77/633,MINING LEASE,TOP GLOBAL MINING PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/a06d4a67-7937-4f74-951b-0a5ccadf0f12
Rama Gold,Rama Gap,J05486,-32.754873,119.825835,Operating,Mine,Openpit,"Au, Ag",Youanmi Terrane,1.1414,2.19709567,80626.4,0.0,0.0,0.0,80626.4,M 74/249,MINING LEASE,BAIN GLOBAL RESOURCES PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/647c32f2-1929-4039-83b2-3eb7cd0f9fde
Randalls - Mt Monger,Randalls - Mt Monger,J00251,-31.013124,121.921372,Operating,Mine,Decline,"Au, Ag",Eastern Goldfields Superterrane,27.577,3.83325597,3398640.9,8.126,2.05246124,536219.0,3934859.9,M 26/129,MINING LEASE,SILVER LAKE RESOURCES LIMITED,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/dc25b196-6868-47b4-95e8-75c58a74d834
Randalls Tailings,Randalls Tailings,J01315,-31.046964,122.211711,Shut,Infrastructure,Tailings storage facility,Au,Eastern Goldfields Superterrane,0.015,2.0,964.5,0.0,0.0,0.0,964.5,M 25/71,MINING LEASE,SILVER LAKE (INTEGRA) PTY LIMITED,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/9d3ab37c-63b8-40cb-9ca2-ba08732084b0
Randwick - Gold Hill,Randwick - Hill,J00120,-28.681485,121.682612,Shut,Mine,Openpit,Au,Eastern Goldfields Superterrane,0.553,2.01905967,35897.5,0.0,0.0,0.0,35897.5,M 37/220,MINING LEASE,"BOUVERIE, ERWIN",LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/545cc2a6-0411-4fe0-9e39-ed4d8fd30063
Ravensthorpe Gold,Ravensthorpe,J00191,-33.672857,120.201609,Proposed,Mine,Openpit,"Au, Cu, Ag",Youanmi Terrane,10.23,3.34760508,1101032.9,10.26,1.81920078,600092.8,1701125.7,M 74/51,MINING LEASE,MEDALLION METALS LIMITED,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/b7c35ccd-2165-438d-8c03-cec0ef109084
Rebecca,Rebecca,J04276,-30.358612,122.863141,Undeveloped,Deposit,Unspecified,"Au, Ag",Eastern Goldfields Superterrane,33.5,1.27214925,1370166.4,17.9,1.23519553,710852.0,2081018.4,M 28/400,MINING LEASE,AC MINERALS PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/e49829d9-2b16-49da-83d6-4bd5d259939d
Red Bore,Red Bore,J03877,-25.544312,119.348028,Undeveloped,Deposit,Unspecified,"Cu, Au, Ag",Bryah Basin,0.048,0.4,617.3,0.0,0.0,0.0,617.3,M 52/597,MINING LEASE,NEW MURCHISON GOLD LIMITED,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/c7aab39a-bd8c-4e9c-be9a-07b226c2c358
Red Flag - Hawks Nest,Red Flag - Hawks Nest,J01518,-28.707577,122.292712,Shut,Mine,Openpit,Au,Eastern Goldfields Superterrane,0.058,3.19,5948.5,0.0,0.0,0.0,5948.5,M 38/218,MINING LEASE,GOLDEN CLIFFS NL,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/d09e6533-f7b7-4c53-805d-b68d8cb7f165
Red October,Red October,J04019,-29.217283,122.413556,Care and Maintenance,Mine,Decline,"Au, Ag",Eastern Goldfields Superterrane,1.348,5.63367953,244158.8,0.0,0.0,0.0,244158.8,M 39/412,MINING LEASE,RED OCTOBER GOLD PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/d4ef1787-a0f4-4d37-918c-81ab38fe12c8
Red White and Blue,Red White and Blue,J02402,-32.243978,121.803111,Shut,Mine,Openpit,"Au, Ag",Eastern Goldfields Superterrane,0.276,1.9,16859.8,0.07,2.77,6234.0,23093.8,M 63/668,MINING LEASE,CENTRAL NORSEMAN GOLD CORPORATION PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/26b2a0fe-b8bc-4df9-afaf-025014362857
Redcastle Gold,Redcastle,J06213,-28.989573,121.924317,Undeveloped,Deposit,Unspecified,Au,Eastern Goldfields Superterrane,0.489,2.65051125,41670.5,0.0,0.0,0.0,41670.5,M 39/318,MINING LEASE,E-COLLATE PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/0cc698f9-a95b-b7bb-2c71-99cfbf2f3df4
Redcliffe,Redcliffe,J00342,-28.462902,121.563431,Operating,Mine,Openpit,"Au, Ag",Eastern Goldfields Superterrane,12.26,1.71828711,677293.1,1.16,2.81551724,105004.2,782297.3,M 37/1348,MINING LEASE,REDCLIFFE PROJECT PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/9132efbe-d083-4e73-b4d7-bad3a69ae7c6
Reedy,Reedy,J07168,-27.115634,118.284077,Operating,Infrastructure,Road,"Au, Ag",Youanmi Terrane,18.2879,2.46529273,1449515.2,0.455,3.41123077,49901.4,1499416.6,M 20/214,MINING LEASE,BIG BELL GOLD OPERATIONS PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/4cd3488f-6b6b-5a51-ef86-97ee42bb4521
Reedy South,Pegasus,J03459,-27.150737,118.260607,Operating,Mine,Scraping-Detecting area,"Au, Ag",Youanmi Terrane,0.778,1.7,42522.5,0.0,0.0,0.0,42522.5,M 20/446,MINING LEASE,NORTHERN DRILLING PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/04c67da8-9bf4-42cf-80ec-b482a7b800ea
