OBJECTID,PROJ_NAME,PROJ_SHORT,PROJ_CODE,PRI_P_COM,LOC_SITE,LATITUDE,LONGITUDE,TECT_UNIT,EST_COM,EST_COM_AB,EST_COM_P,RES_QTY,RES_QTY_U,RES_QTY_G,RES_QTY_GU,RES_CON,RES_CON_U,ARES_CON,ARES_CON_U,RV_QTY,RV_QTY_U,RV_QTY_G,RV_QTY_GU,RV_CON,RV_CON_U,ARV_CON,ARV_CON_U,POINT_SIZE,POINT_UNIT,PROJ_URL,EXTRACT_DA,TENEMENT_IDS,TENEMENT_TYPES,TENEMENT_HOLDERS,TENEMENT_STATUS,SITE_TYPE,SITE_SUBTYPE,SITE_STAGE,SITE_COMMODITIES
331444,Cadonia,Cadonia,J01490,Gold,S0003671,-31.425094,119.468459,Youanmi Terrane,Gold,Au,Yes,0.004,million tonnes,11.7,gram/tonne,46.8,kilogram,1504.6549596,ounce (troy),,,,,,,,,46.8,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/82f91f79-3d69-4bcb-95f9-14177ab211b9,10/04/2026,M 77/947,MINING LEASE,SALVATION GOLD PTY LTD,LIVE,Mine,Openpit,Shut,Au
331452,Caledonian - Summit,Caledonian - Summit,J02501,Gold,S0019022,-31.007307,121.919711,Eastern Goldfields Superterrane,Gold,Au,Yes,0.023,million tonnes,4.1,gram/tonne,94.3,kilogram,3031.8154421,ounce (troy),,,,,,,,,94.3,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/5d169927-04fe-4042-b19d-c7c5217715c4,10/04/2026,M 26/325,MINING LEASE,SILVER LAKE RESOURCES LIMITED,LIVE,Deposit,Unspecified,Undeveloped,"Au, Ag"
331499,Caravel Copper,Caravel,J03961,Copper,S0232417,-30.968715,116.618928,Yilgarn Craton granites,Gold,Au,No,1254.7,million tonnes,0.02230844,gram/tonne,27990.4,kilogram,899912.2688288,ounce (troy),,,,,,,,,27990.4,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/0b98bf2c-b076-49a1-993b-b11eacebf5e9,10/04/2026,M 70/1425,MINING LEASE,CARAVEL OPERATIONS PTY LTD,LIVE,Deposit,Unspecified,Undeveloped,"Cu, Mo, Ag, Au"
331516,Carlow Castle / Artemis,Carlow Castle,J02456,Gold,S0018877,-20.811957,117.066012,Karratha Terrane,Gold,Au,Yes,8.74,million tonnes,1.35114416,gram/tonne,11809,kilogram,379668.171323,ounce (troy),,,,,,,,,11809,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/62d236b3-1b11-49e0-9759-2c1930b357e9,10/04/2026,E 47/1797-I,EXPLORATION LICENCE,KML NO 2 PTY LTD,LIVE,Deposit,Unspecified,Undeveloped,"Au, Ag, Cu, Co"
331517,Carnage,Carnage,J01238,Gold,S0002728,-30.380735,120.936247,Eastern Goldfields Superterrane,Gold,Au,Yes,0.005,million tonnes,14.03,gram/tonne,70.15,kilogram,2255.37490205,ounce (troy),,,,,,,,,70.15,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/611f6512-dc38-4055-b9ed-fceed58970c7,10/04/2026,M 24/32,MINING LEASE,GOLDTIMERS PROSPECTING PTY LTD,LIVE,Mine,Openpit,Shut,Au
331521,Carosue Dam - Khartoum,Carosue Dam - Khartoum,J02241,Gold,S0239044,-30.151397,122.347119,Eastern Goldfields Superterrane,Gold,Au,Yes,66.057,million tonnes,2.10224806,gram/tonne,138868.2,kilogram,4464716.3645454,ounce (troy),15.894,million tonnes,1.81177174,gram/tonne,28796.3,kilogram,925822.5558361,ounce (troy),167664.5,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/5d63545d-2979-4c1f-8c61-350bd3b5990b,10/04/2026,L 28/24; M 28/269,MISCELLANEOUS LICENCE; MINING LEASE,NORTHERN STAR (CAROSUE DAM) PTY LTD; NORTHERN STAR (CAROSUE DAM) PTY LTD,LIVE; LIVE,Infrastructure,Road,Operating,"Au, Ag"
331544,Central Goldfields,Central Goldfields,J05876,Gold,S0241452,-28.810217,121.273868,Eastern Goldfields Superterrane,Gold,Au,Yes,0.291,million tonnes,1.54237113,gram/tonne,448.83,kilogram,14430.21977601,ounce (troy),,,,,,,,,448.83,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/568fc9ad-d02c-68e6-14bc-75f1f02977f2,10/04/2026,M 37/1349,MINING LEASE,U RESOURCE PTY LTD,LIVE,Deposit,Unspecified,Undeveloped,Au
331545,Central Norseman,Central Norseman,J00056,Gold,S0000101,-32.123247,121.808097,Eastern Goldfields Superterrane,Gold,Au,Yes,41.0665,million tonnes,3.39306293,gram/tonne,139341.219,kilogram,4479924.27874059,ounce (troy),12.047,million tonnes,1.56129576,gram/tonne,18808.93,kilogram,604721.14977071,ounce (troy),158150.149,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/11cff133-70ad-4c27-8f58-a14f8290f3f5,10/04/2026,M 63/156,MINING LEASE,CENTRAL NORSEMAN GOLD CORPORATION PTY LTD,LIVE,Mine,Openpit,Operating,"Au, Ag"
331546,Central Sandstone / Aurumin,Central Sandstone,J05290,Gold,S0000708,-28.073667,119.26971,Youanmi Terrane,Gold,Au,Yes,18.4453,million tonnes,1.49090153,gram/tonne,27500.126,kilogram,884149.59349412,ounce (troy),,,,,,,,,27500.126,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/fb668497-ccc4-4272-9533-c7525b591ed2,10/04/2026,M 57/128-I,MINING LEASE,SANDSTONE OPERATIONS PTY LTD,LIVE,Mine,Openpit,Shut,"Au, Ag"
331549,Cheritons Find,Cheritons Find,J01717,Gold,S0004563,-31.832595,119.667612,Youanmi Terrane,Gold,Au,Yes,0.1,million tonnes,1.2,gram/tonne,120,kilogram,3858.08964,ounce (troy),,,,,,,,,120,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/f074f31d-f2c3-498c-acd7-82cf3611a966,10/04/2026,E 77/1793,EXPLORATION LICENCE,BARTO GOLD MINING PTY LTD,LIVE,Deposit,Unspecified,Undeveloped,"Au, Ag"
331560,Citadel,Citadel,J02281,Gold,S0229855,-20.771948,122.201825,Anketell Shelf,Gold,Au,Yes,127.1,million tonnes,0.7036664,gram/tonne,89436,kilogram,2875434.208692,ounce (troy),,,,,,,,,89436,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/c8de5fc5-baa6-4102-92f7-408023acd5bf,10/04/2026,E 45/2877,EXPLORATION LICENCE,RIO TINTO WINU PTY LIMITED,LIVE,Deposit,Unspecified,Undeveloped,"Au, Cu, Ag"
331562,Clampton,Clampton,J01137,Gold,S0002530,-29.947691,119.110461,Youanmi Terrane,Gold,Au,Yes,0.005,million tonnes,5.464,gram/tonne,27.32,kilogram,878.35840804,ounce (troy),,,,,,,,,27.32,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/f2de42a2-eaec-4973-aa04-66ce6e1d6e5f,10/04/2026,M 77/641,MINING LEASE,AU KT PTY LTD,LIVE,Mine,Openpit,Care and Maintenance,"Au, Ag"
331593,Colour Dam,Colour Dam,J02983,Gold,S0021556,-30.55243,122.29983,Eastern Goldfields Superterrane,Gold,Au,Yes,0.307,million tonnes,1.7,gram/tonne,521.9,kilogram,16779.4748593,ounce (troy),,,,,,,,,521.9,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/f68a9b73-e28c-4ad0-8a0e-c93011d1c4da,10/04/2026,M 28/389,MINING LEASE,KURNALPI GOLD PTY LTD,PENDING,Mine,Openpit,Shut,Au
331594,Comet / Valiant,Comet,J07167,Gold,S0001664,-27.540306,118.040209,Youanmi Terrane,Gold,Au,Yes,4.075,million tonnes,2.43138969,gram/tonne,9907.913,kilogram,318546.80416101,ounce (troy),,,,,,,,,9907.913,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/4f938d28-9d90-38b2-71aa-cdb9d9f72fec,10/04/2026,M 21/72,MINING LEASE,BIG BELL GOLD OPERATIONS PTY LTD,LIVE,Mine,Openpit,Care and Maintenance,"Au, Ag"
331595,Comet Vale - Sand Queen,Comet Vale -Queen,J00066,Gold,S0245746,-29.95323,121.128471,Eastern Goldfields Superterrane,Gold,Au,Yes,8.0002,million tonnes,3.74704482,gram/tonne,29977.108,kilogram,963786.41509968,ounce (troy),0.103,million tonnes,2.7,gram/tonne,278.1,kilogram,8941.1227407,ounce (troy),30255.208,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/74d4315b-b7b4-4d69-94c4-57ca28a91db7,10/04/2026,M 29/52,MINING LEASE,ORMINEX WEST PTY LTD,LIVE,Deposit,Unspecified,Undeveloped,Au
331597,Coodardy - Behring Well,Coodardy - Behring Well,J00067,Gold,S0000823,-27.155938,117.806712,Youanmi Terrane,Gold,Au,Yes,0.151,million tonnes,2.3,gram/tonne,347.3,kilogram,11165.9544331,ounce (troy),,,,,,,,,347.3,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/73802715-5cab-4c16-ab45-5b8d996b3bb3,10/04/2026,M 20/455,MINING LEASE,"BRAND, ADAM",LIVE,Deposit,Unspecified,Undeveloped,"Au, Ag"
331602,Cookes Hill,Cookes Hill,J02672,Gold,S0019888,-20.730406,118.66051,Sisters Supersuite,Gold,Au,Yes,1.5,million tonnes,1.18,gram/tonne,1770,kilogram,56906.82219,ounce (troy),,,,,,,,,1770,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/765f541e-ba66-4452-92ad-6e1a4b27723c,10/04/2026,E 45/5213; E 45/7209,EXPLORATION LICENCE; EXPLORATION LICENCE,HAOMA MINING NL; NORTHERN STAR (PILBARA) PTY LTD,PENDING; PENDING,Deposit,Unspecified,Undeveloped,"Au, Ag"
331603,Coolgardie Gold,Coolgardie - MacPhersons,J00229,Gold,S0002152,-31.016562,121.198854,Eastern Goldfields Superterrane,Gold,Au,Yes,0.995,million tonnes,1.19648241,gram/tonne,1190.5,kilogram,38275.4643035,ounce (troy),0.84,million tonnes,1.17214286,gram/tonne,984.6,kilogram,31655.6254962,ounce (troy),2175.1,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/aa0df2e2-0171-4b7e-b1b3-7e7251347e9b,10/04/2026,M 15/40,MINING LEASE,MACPHERSONS REWARD PTY LTD,LIVE,Mine,Openpit,Operating,"Au, Ag"
331604,Coolgardie Gold / Focus,Coolgardie,J00014,Gold,S0000057,-30.969516,121.18281,Eastern Goldfields Superterrane,Gold,Au,Yes,46.2119,million tonnes,1.84409884,gram/tonne,85219.311,kilogram,2739864.50747532,ounce (troy),6.192,million tonnes,2.08484819,gram/tonne,12909.38,kilogram,415046.21030686,ounce (troy),98128.691,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/8a006330-184f-42f1-bd93-7e013be74654,10/04/2026,M 15/646,MINING LEASE,FOCUS MINERALS LTD,LIVE,Mine,Openpit,Shut,"Au, Ag"
331624,Copper Range,Copper Range,J03390,Copper,S0023138,-23.457166,120.148013,"Pilbara Craton, Sylvania Inlier",Gold,Au,No,0.708,million tonnes,0.26,gram/tonne,184.08,kilogram,5918.30950776,ounce (troy),,,,,,,,,184.08,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/e1cb062d-ad9a-405d-b24d-b93820ccfe75,10/04/2026,M 52/211-I,MINING LEASE,WARWICK RESOURCES PTY LTD,LIVE,Deposit,Unspecified,Undeveloped,"Cu, Au, Ag"
331627,Corinthia / Corinthian Mining,Corinthia,J04602,Gold,S0232678,-31.12464,119.221597,Youanmi Terrane,Gold,Au,Yes,4.4,million tonnes,2.1,gram/tonne,9240,kilogram,297072.90228,ounce (troy),1.54,million tonnes,1.9,gram/tonne,2926,kilogram,94073.085722,ounce (troy),12166,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/5bd2af86-8035-4a70-ae43-b42d61aef1ab,10/04/2026,M 77/534,MINING LEASE,CYGNET GOLD PTY LTD,LIVE,Mine,Openpit,Proposed,"Au, Ag"
331628,Cork Tree Well - Delta,Cork Tree Well - Delta,J00075,Gold,S0000137,-28.338636,122.404413,Eastern Goldfields Superterrane,Gold,Au,Yes,6.462,million tonnes,1.40204271,gram/tonne,9060,kilogram,291285.76782,ounce (troy),2.137,million tonnes,1.5,gram/tonne,3205.5,kilogram,103059.2195085,ounce (troy),12265.5,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/cc3cd93c-32d8-4502-9018-378e8fa8598e,10/04/2026,M 38/346,MINING LEASE,BRIGHTSTAR RESOURCES LIMITED,LIVE,Mine,Openpit,Shut,"Au, Ag"
331636,Coyote - Western Tanami,Coyote - Western Tanami,J02414,Gold,S0018729,-19.898715,128.831705,Tanami Basin,Gold,Au,Yes,3.662,million tonnes,4.13012015,gram/tonne,15124.5,kilogram,486263.9730015,ounce (troy),,,,,,,,,15124.5,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/e624adc2-9904-42da-9774-082d0c0cb141,10/04/2026,M 80/559,MINING LEASE,BLACK CAT (COYOTE) PTY LTD,LIVE,Mine,Decline,Care and Maintenance,"Au, Ag"
331637,Crawfords,Crawfords,J00434,Gold,S0001150,-28.588926,122.41031,Eastern Goldfields Superterrane,Gold,Au,Yes,0.132,million tonnes,1.83,gram/tonne,241.56,kilogram,7766.33444532,ounce (troy),,,,,,,,,241.56,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/e0dc4fce-4fb1-4756-bee0-a982f276f873,10/04/2026,P 38/4348,PROSPECTING LICENCE,LAVERTON GOLD PTY LTD,LIVE,Deposit,Unspecified,Undeveloped,"Au, Ag"
331639,Credo / Singh Sandhu,Credo,J00122,Gold,S0237114,-30.426016,120.755998,Eastern Goldfields Superterrane,Gold,Au,Yes,0.092925,million tonnes,1.01,gram/tonne,93.85425,kilogram,3017.48424662,ounce (troy),,,,,,,,,93.85425,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/664b6446-e6ce-45d7-ac07-87a01f96bed0,10/04/2026,E 16/679; E 16/685,EXPLORATION LICENCE; EXPLORATION LICENCE,"RAKETA RESOURCES PTY LTD; ASHCROFT, SEAN CAMERON",PENDING; PENDING,Deposit,Unspecified,Undeveloped,"Au, Ag"
331640,Credo Well,Credo Well,J05012,Gold,S0236248,-30.459342,121.266963,Eastern Goldfields Superterrane,Gold,Au,Yes,0.289,million tonnes,2.40795848,gram/tonne,695.9,kilogram,22373.7048373,ounce (troy),,,,,,,,,695.9,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/4eecae3f-8c0e-4e2d-b71b-46f86ddc2778,10/04/2026,P 24/4418,PROSPECTING LICENCE,ZULEIKA GOLD LIMITED,LIVE,Deposit,Unspecified,Undeveloped,"Au, Ag"
331641,Cuddingwarra - Morning Star,Cuddingwarra - Morning Star,J01557,Gold,S0003929,-27.316157,117.801814,Youanmi Terrane,Gold,Au,Yes,,,,,,,,,0.01,million tonnes,5,gram/tonne,50,kilogram,1607.53735,ounce (troy),50,,https://minedex.dmirs.wa.gov.au/Web/projects/details/f515a567-298b-4c20-9b7b-7e308439b29d,10/04/2026,P 20/2350,PROSPECTING LICENCE,BIG BELL GOLD OPERATIONS PTY LTD,LIVE,Infrastructure,Tailings storage facility,Shut,"Au, Ag"
331642,Cue Gold,Cue Gold,J02146,Gold,S0005759,-27.692583,117.832834,Youanmi Terrane,Gold,Au,Yes,10.8068,million tonnes,2.04955769,gram/tonne,22149.16,kilogram,712112.03942252,ounce (troy),3.82,million tonnes,2.03633508,gram/tonne,7778.8,kilogram,250094.2307636,ounce (troy),29927.96,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/ca0ba669-5f6a-4bf2-9d57-889619abde67,10/04/2026,M 21/106,MINING LEASE,MUSGRAVE MINERALS LIMITED,LIVE,Mine,Openpit,Operating,"Au, Ag"
331643,Cue Gold - Central Murchison,Cue - Central Murchison,J00017,Gold,S0000033,-27.318646,117.655367,Youanmi Terrane,Gold,Au,Yes,80.176,million tonnes,2.33357052,gram/tonne,187096.35,kilogram,6015287.41347345,ounce (troy),26.057,million tonnes,2.20025905,gram/tonne,57332.15,kilogram,1843271.44961605,ounce (troy),244428.5,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/cef0ec0a-3407-465e-ac05-b0a564d58213,10/04/2026,M 20/17,MINING LEASE,BIG BELL GOLD OPERATIONS PTY LTD,LIVE,Mine,Decline,Operating,"Au, Ag"
331644,Cue One,Cue One,J02773,Gold,S0020525,-27.416808,117.899409,Youanmi Terrane,Gold,Au,Yes,0.17,million tonnes,4,gram/tonne,680,kilogram,21862.50796,ounce (troy),,,,,,,,,680,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/6b13cd40-d414-4633-9fbb-0ddbfbc051bd,10/04/2026,M 20/522,MINING LEASE,"BOX, PHILIP ARTHUR",LIVE,Deposit,Unspecified,Undeveloped,"Au, Ag"
331652,Cumulus VHMS,Cumulus,J01532,Gold,S0000051,-26.705615,118.366908,Youanmi Terrane,Gold,Au,Yes,0.11,million tonnes,2.87,gram/tonne,315.7,kilogram,10149.9908279,ounce (troy),,,,,,,,,315.7,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/1e89dd3c-3d84-4657-bdf9-8a5be217ed42,10/04/2026,E 51/1958,EXPLORATION LICENCE,NUCLEUS CAPITAL PROPRIETARY LIMITED,LIVE,Deposit,Unspecified,Undeveloped,"Au, Cu, Ag"
331661,Cygnet Gold,Cygnet Gold,J06925,Gold,S0002617,-31.231594,119.319783,Youanmi Terrane,Gold,Au,Yes,11.2433,million tonnes,3.85501872,gram/tonne,43343.132,kilogram,1393514.0711196,ounce (troy),0.15,million tonnes,0.7,gram/tonne,105,kilogram,3375.828435,ounce (troy),43448.132,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/1d811150-4313-6c11-b744-8b694ddc3b96,10/04/2026,M 77/90,MINING LEASE,CYGNET GOLD PTY LTD,LIVE,Mine,Openpit,Shut,"Au, Ag"
331662,Dalgaranga - Gilbeys,Dalgaranga - Gilbeys,J02013,Gold,S0232750,-27.840912,117.270904,Yilgarn Craton granites,Gold,Au,Yes,16.109,million tonnes,5.10755478,gram/tonne,82277.6,kilogram,2645286.3013672,ounce (troy),1.657,million tonnes,1.0061557,gram/tonne,1667.2,kilogram,53601.7253984,ounce (troy),83944.8,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/15df754b-2e4d-449f-8c98-6a9cfe4086e5,10/04/2026,M 59/749,MINING LEASE,GNT RESOURCES PTY LTD,LIVE,Mine,Openpit,Operating,"Au, Ag"
331664,Dante Cu-Ti-PGE-Au-V,Dante,J05383,Copper,S0242516,-25.809762,127.647236,Warakurna Large Igneous Province,Gold,Au,No,148,million tonnes,0.08567568,gram/tonne,12680,kilogram,407671.47196,ounce (troy),,,,,,,,,12680,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/3ad90403-c66d-42d2-bcda-3a1ea2e2698c,10/04/2026,E 69/3401,EXPLORATION LICENCE,97992001 PTY LTD,LIVE,Deposit,Unspecified,Undeveloped,"Cu, Ti, PGE, Pt, Pd, Au, V, Ni"
331680,Darlot,Darlot,J00082,Gold,S0004791,-27.887515,121.268908,Eastern Goldfields Superterrane,Gold,Au,Yes,17.266,million tonnes,3.38898992,gram/tonne,58514.3,kilogram,1881278.4551821,ounce (troy),1.605,million tonnes,2.79065421,gram/tonne,4479,kilogram,144003.195813,ounce (troy),62993.3,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/dd659854-9f71-422f-84b8-6e99f87ef2b6,10/04/2026,M 37/155,MINING LEASE,DARLOT MINING COMPANY PTY LTD,LIVE,Mine,Decline,Operating,"Au, Ag"
331681,Darlot / Leopard,Darlot,J03317,Gold,S0023639,-27.805606,121.255808,Eastern Goldfields Superterrane,Gold,Au,Yes,1.835,million tonnes,2.11792916,gram/tonne,3886.4,kilogram,124950.6631408,ounce (troy),,,,,,,,,3886.4,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/82fcd76b-a062-4a31-a804-0d4befee9f26,10/04/2026,E 37/1220,EXPLORATION LICENCE,"PATERSON, ANDREW GEORGE",LIVE,Deposit,Unspecified,Undeveloped,"Au, Ag"
331689,Davyhurst - Lady Ida - Mulline - Riverina - Siberia Gold,Davyhurst,J00084,Gold,S0001097,-30.150208,120.65021,Eastern Goldfields Superterrane,Gold,Au,Yes,50.309,million tonnes,2.07291538,gram/tonne,104286.3,kilogram,3352882.4468661,ounce (troy),3.013,million tonnes,2.43491537,gram/tonne,7336.4,kilogram,235870.7402908,ounce (troy),111622.7,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/0a52af5f-f0c6-4fde-849e-5e2121cde0c1,10/04/2026,M 30/255,MINING LEASE,CARNEGIE GOLD PTY LTD,LIVE,Mine,Openpit,Care and Maintenance,"Au, Ag"
331691,Day Dawn - Little Wonder,Day Dawn - Little Wonder,J01831,Gold,S0004859,-27.465477,117.872111,Youanmi Terrane,Gold,Au,Yes,0.035,million tonnes,2.44,gram/tonne,85.4,kilogram,2745.6737938,ounce (troy),,,,,,,,,85.4,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/4d4bac3c-1216-4988-9be9-ac63aa87b649,10/04/2026,M 21/89,MINING LEASE,BIG BELL GOLD OPERATIONS PTY LTD,LIVE,Deposit,Unspecified,Undeveloped,Au
331693,Deflector,Deflector,J00147,Gold,S0004141,-28.669093,116.379436,Youanmi Terrane,Gold,Au,Yes,2.713,million tonnes,8.53265757,gram/tonne,23149.1,kilogram,744260.8573777,ounce (troy),1.589,million tonnes,3.72410321,gram/tonne,5917.6,kilogram,190255.2604472,ounce (troy),29066.7,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/c4064285-5c85-4aa8-b62c-7b0de2c2d89c,10/04/2026,M 59/442,MINING LEASE,DEFLECTOR GOLD PTY LTD,LIVE,Mine,Openpit,Care and Maintenance,"Au, Cu, Ag"
331703,Devon - Linden / Matsa,Devon - Linden,J00216,Gold,S0000457,-29.285789,122.442397,Eastern Goldfields Superterrane,Gold,Au,Yes,1.408,million tonnes,3.23323864,gram/tonne,4552.4,kilogram,146363.0606428,ounce (troy),0.309,million tonnes,4.6,gram/tonne,1421.4,kilogram,45699.0717858,ounce (troy),5973.8,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/9531f689-591c-4401-8636-6b0189dc459d,10/04/2026,M 39/1077,MINING LEASE,MATSA GOLD PTY LTD,LIVE,Mine,Openpit,Operating,"Au, Ag"
331710,Dingo Range,Dingo Range,J01639,Gold,S0005364,-27.367498,121.434796,Eastern Goldfields Superterrane,Gold,Au,Yes,40.9,million tonnes,1.0608802,gram/tonne,43390,kilogram,1395020.91233,ounce (troy),,,,,,,,,43390,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/e5a6b067-78b9-4a12-8814-f97fba430626,10/04/2026,M 37/519,MINING LEASE,EMERALD RESOURCES (WA) PTY LTD,LIVE,Mine,Openpit,Operating,"Au, Ag"
331713,Doherty,Doherty,J03201,Gold,S0000024,-27.479588,119.16951,Youanmi Terrane,Gold,Au,Yes,0.025,million tonnes,23.8,gram/tonne,595,kilogram,19129.694465,ounce (troy),,,,,,,,,595,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/406467cc-2f8e-42fe-9790-2c2275fffaee,10/04/2026,M 57/619,MINING LEASE,NORTHERN TAILINGS GROUP PTY LTD,LIVE,Mine,Shaft,Shut,"Au, Ag"
331717,Dordie,Dordie,J03966,Gold,S0225001,-31.582038,121.627155,Yilgarn Craton granites,Gold,Au,Yes,0.5778,million tonnes,1.1,gram/tonne,635.58,kilogram,20434.37177826,ounce (troy),,,,,,,,,635.58,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/d6d74e3c-dad8-48d1-80d7-561c94e7ce8e,10/04/2026,P 15/5911,PROSPECTING LICENCE,WYLOO KAMBALDA PTY LTD,LIVE,Deposit,Unspecified,Undeveloped,"Au, Ag"
331727,Duketon / Regis Resources,Duketon,J00009,Gold,S0006407,-27.970398,122.339004,Burtville Terrane,Gold,Au,Yes,87,million tonnes,1.13218391,gram/tonne,98500,kilogram,3166848.5795,ounce (troy),39,million tonnes,1.04133333,gram/tonne,40612,kilogram,1305706.137164,ounce (troy),139112,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/31b06c95-29a4-4116-a5f6-dcb675a4d581,10/04/2026,M 38/407,MINING LEASE,DUKETON RESOURCES PTY LTD,LIVE,Mine,Openpit,Shut,"Au, Ag"
331734,Dulcie - Fortuna - Parker Range,Dulcie - Fortuna - Parker Range,J01649,Gold,S0224223,-31.766216,119.600224,Youanmi Terrane,Gold,Au,Yes,1.12,million tonnes,0.7,gram/tonne,784,kilogram,25206.185648,ounce (troy),,,,,,,,,784,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/750a045a-ddfe-428d-9587-4c7921645a5a,10/04/2026,M 77/1246,MINING LEASE,HIGHSCORE PTY LTD,LIVE,Deposit,Unspecified,Undeveloped,Au
331735,Eagle,Eagle,J05965,Gold,S0019509,-19.575912,128.865875,Granites--Tanami Orogen,Gold,Au,Yes,1.72,million tonnes,3.60069767,gram/tonne,6193.2,kilogram,199116.0063204,ounce (troy),,,,,,,,,6193.2,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/0d2f6f57-5732-522a-7c3a-96634c5ef9b9,10/04/2026,E 80/5871,EXPLORATION LICENCE,BLACK CAT (COYOTE) PTY LTD,LIVE,Deposit,Unspecified,Undeveloped,"Au, Ag"
331736,Eagle Hawk,Eagle Hawk,J06009,Gold,S0004352,-27.415806,118.085413,Youanmi Terrane,Gold,Au,Yes,0.006,million tonnes,18.3,gram/tonne,109.8,kilogram,3530.1520206,ounce (troy),,,,,,,,,109.8,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/40920e0b-457e-1bb9-7120-0b6d9d32d461,10/04/2026,L 20/90; M 20/263,MISCELLANEOUS LICENCE; MINING LEASE,"CYPRIUM METALS LIMITED; BURNELL, RYAN EDWARD",LIVE; LIVE,Mine,Shaft,Shut,"Au, Ag"
331749,East Location 45 (Loc45),Loc45,J06431,Gold,S0000537,-31.012837,121.682513,Eastern Goldfields Superterrane,Gold,Au,Yes,9.295,million tonnes,1.480312,gram/tonne,13759.5,kilogram,442378.2033465,ounce (troy),,,,,,,,,13759.5,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/26bf1085-461f-733d-a447-54a0037dd5d4,10/04/2026,,,,,Mine,Openpit,Care and Maintenance,"Au, Ag"
331751,East Menzies Gold,East Menzies,J02197,Gold,S0237725,-29.678126,121.137651,Eastern Goldfields Superterrane,Gold,Au,Yes,1.611,million tonnes,1.17123526,gram/tonne,1886.86,kilogram,60663.95848442,ounce (troy),,,,,,,,,1886.86,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/06fb8aea-7267-46f7-b5ea-7db89bd6d3eb,10/04/2026,P 29/2460,PROSPECTING LICENCE,MENZIES GOLDFIELD PTY LTD,LIVE,Prospect,Drillhole,Undeveloped,"Au, Ag"
331757,East Sampson,East Sampson,J03021,Gold,S0237177,-30.38414,121.582975,Eastern Goldfields Superterrane,Gold,Au,Yes,0.2646,million tonnes,2.53854875,gram/tonne,671.7,kilogram,21595.6567599,ounce (troy),,,,,,,,,671.7,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/ba2286aa-2150-4a6d-8b92-6120da509b8c,10/04/2026,M 27/263,MINING LEASE,MINERAL MINING SERVICES PTY LTD,LIVE,Deposit,Unspecified,Undeveloped,"Au, Ag"
