OBJECTID,PROJ_NAME,PROJ_SHORT,PROJ_CODE,PRI_P_COM,LOC_SITE,LATITUDE,LONGITUDE,TECT_UNIT,EST_COM,EST_COM_AB,EST_COM_P,RES_QTY,RES_QTY_U,RES_QTY_G,RES_QTY_GU,RES_CON,RES_CON_U,ARES_CON,ARES_CON_U,RV_QTY,RV_QTY_U,RV_QTY_G,RV_QTY_GU,RV_CON,RV_CON_U,ARV_CON,ARV_CON_U,POINT_SIZE,POINT_UNIT,PROJ_URL,EXTRACT_DA,TENEMENT_IDS,TENEMENT_TYPES,TENEMENT_HOLDERS,TENEMENT_STATUS,SITE_TYPE,SITE_SUBTYPE,SITE_STAGE,SITE_COMMODITIES
331770,Edna May - Westonia,Edna May - Westonia,J00357,Gold,S0000769,-31.291758,118.700165,South West Terrane,Gold,Au,Yes,30.72,million tonnes,1.00234375,gram/tonne,30792,kilogram,989985.801624,ounce (troy),,,,,,,,,30792,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/c3e0d209-6e59-4a73-943c-82c152df35d8,10/04/2026,M 77/88,MINING LEASE,EDNA MAY OPERATIONS PTY LTD,LIVE,Mine,Decline,Care and Maintenance,"Au, Ag, Opalc"
331771,Egerton,Egerton,J01859,Gold,S0004943,-24.938833,117.749667,Capricorn Orogen,Gold,Au,Yes,0.27,million tonnes,3.11851852,gram/tonne,842,kilogram,27070.928974,ounce (troy),,,,,,,,,842,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/727e09f0-f1ac-4252-9cfb-bc717811d78a,10/04/2026,M 52/343,MINING LEASE,EGERTON EXPLORATION PTY LTD,LIVE,Deposit,Unspecified,Undeveloped,"Au, Ag"
331805,Erayinia/King,Erayinia/King,J03914,Gold,S0021011,-31.398842,122.708872,Eastern Goldfields Superterrane,Gold,Au,Yes,0.201,million tonnes,2.1,gram/tonne,422.1,kilogram,13570.8303087,ounce (troy),,,,,,,,,422.1,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/8bb2ab74-0954-4187-83be-e386c8a60aaf,10/04/2026,P 28/1320,PROSPECTING LICENCE,IMAGE RESOURCES NL,LIVE,Deposit,Unspecified,Undeveloped,"Au, Ag"
331806,Errolls,Errolls,J05889,Gold,S0000025,-27.322916,119.039505,Yilgarn Craton granites,Gold,Au,Yes,0.028,million tonnes,4.13,gram/tonne,115.64,kilogram,3717.91238308,ounce (troy),0.05,million tonnes,2.5848,gram/tonne,129.24,kilogram,4155.16254228,ounce (troy),244.88,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/33ae8361-ee50-a028-3cdd-f5023981bdaf,10/04/2026,E 57/996,EXPLORATION LICENCE,KYARRA MINERALS PTY LTD,LIVE,Deposit,Unspecified,Undeveloped,"Au, Ag"
331807,Eucalyptus,Eucalyptus,J07128,Gold,S0021993,-29.182568,122.169512,Eastern Goldfields Superterrane,Gold,Au,Yes,0.853,million tonnes,2.77151231,gram/tonne,2364.1,kilogram,76007.5809827,ounce (troy),,,,,,,,,2364.1,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/b586af39-7c40-1967-733b-db729dbe1025,10/04/2026,E 39/2032,EXPLORATION LICENCE,"GALEA, MICHAEL",LIVE,Deposit,Unspecified,Undeveloped,"Au, Ag"
331808,Eureka,Eureka,J01885,Gold,S0000272,-30.327214,121.257786,Eastern Goldfields Superterrane,Gold,Au,Yes,2.0416,million tonnes,1.68640576,gram/tonne,3442.966,kilogram,110693.9287956,ounce (troy),,,,,,,,,3442.966,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/acbcbbc0-bc5a-473a-840a-1eb814c32327,10/04/2026,M 24/1022,MINING LEASE,WARRIEDAR MINING PTY LTD,LIVE,Mine,Openpit,Under Development,"Au, Ag"
331809,Evanston Tailings,Evanston Tailings,J01441,Gold,S0003535,-29.745687,119.48701,Youanmi Terrane,Gold,Au,Yes,0.03,million tonnes,2.41,gram/tonne,72.3,kilogram,2324.4990081,ounce (troy),,,,,,,,,72.3,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/a13670c4-c9a9-4f9b-b275-b4b3b29f24ea,10/04/2026,P 77/4179,PROSPECTING LICENCE,MARDA OPERATIONS PTY LTD,LIVE,Mine,Tailings storage facility,Shut,Au
331810,Evolution Cue JV,Evolution Cue JV,J06336,Gold,S0236367,-27.642448,117.867856,Youanmi Terrane,Gold,Au,Yes,1.7,million tonnes,2.6,gram/tonne,4420,kilogram,142106.30174,ounce (troy),,,,,,,,,4420,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/3d816e51-1ae6-b58c-33ad-e6e648824e74,10/04/2026,E 21/129,EXPLORATION LICENCE,MUSGRAVE MINERALS LIMITED,LIVE,Deposit,Unspecified,Undeveloped,"Au, Ag"
331820,Feysville,Feysville,J03724,Gold,S0234764,-30.931857,121.583848,Eastern Goldfields Superterrane,Gold,Au,Yes,5,million tonnes,1.216,gram/tonne,6080,kilogram,195476.54176,ounce (troy),2.3,million tonnes,1.1826087,gram/tonne,2720,kilogram,87450.03184,ounce (troy),8800,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/7e789aa1-6925-4665-9dd5-4a2570db172e,10/04/2026,P 26/4633,PROSPECTING LICENCE,FEYSVILLE GOLD PTY LTD,LIVE,Deposit,Unspecified,Undeveloped,"Au, Ag"
331821,Fields Find - The Baron,Fields Find - The Baron,J01918,Gold,S0005236,-29.06843,117.432855,Youanmi Terrane,Gold,Au,Yes,0.693,million tonnes,1.4,gram/tonne,970.2,kilogram,31192.6547394,ounce (troy),,,,,,,,,970.2,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/a1f2ac1c-ffb8-491e-9044-211d6cf9092d,10/04/2026,M 59/63,MINING LEASE,DC MINES PTY LTD,LIVE,Deposit,Unspecified,Undeveloped,"Au, Ag"
331836,Forrest,Forrest,J04153,Copper,S0231368,-25.413858,118.393121,Bryah Basin,Gold,Au,No,2.402,million tonnes,0.47499584,gram/tonne,1140.94,kilogram,36682.07328218,ounce (troy),,,,,,,,,1140.94,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/17313e72-9d96-40c6-9991-89618f402ebb,10/04/2026,R 52/10,RETENTION LICENCE,ARAGON RESOURCES PTY LTD,LIVE,Deposit,Unspecified,Undeveloped,"Cu, Au, Ag"
331837,Forrestania Gold,Forrestania,J05338,Gold,S0236342,-32.234377,119.667485,Youanmi Terrane,Gold,Au,Yes,6.9503,million tonnes,1.33166022,gram/tonne,9255.438,kilogram,297569.24551219,ounce (troy),,,,,,,,,9255.438,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/564e1c7e-5cf4-4077-ba32-68875deb50fb,10/04/2026,M 77/1310,MINING LEASE,HYDEN PROJECT HOLDINGS PTY LTD,LIVE,Deposit,Unspecified,Undeveloped,"Au, Ag"
331838,Forrestania Gold / Forrestania,Forrestania,J04938,Gold,S0236341,-32.229833,119.711956,Youanmi Terrane,Gold,Au,Yes,1.2221,million tonnes,1.03079617,gram/tonne,1259.736,kilogram,40501.45342279,ounce (troy),,,,,,,,,1259.736,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/42aa1643-dbcf-480b-b7b6-6c3193d6fabe,10/04/2026,M 77/1325,MINING LEASE,FORRESTANIA RESOURCES LIMITED,LIVE,Deposit,Unspecified,Undeveloped,"Au, Ag"
331840,Forrestania South Gold,Forrestania South,J04334,Gold,S0001052,-32.824537,119.983912,Youanmi Terrane,Gold,Au,Yes,0.045,million tonnes,4.38844444,gram/tonne,197.48,kilogram,6349.12951756,ounce (troy),,,,,,,,,197.48,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/bbace197-33be-4280-8629-ee9f4c7958a2,10/04/2026,E 74/603,EXPLORATION LICENCE,MYAMBA MINERALS PTY LTD,LIVE,Mine,Openpit,Shut,"Au, Ag"
331841,Fortitude,Fortitude,J02498,Gold,S0018995,-29.266957,122.541279,Burtville Terrane,Gold,Au,Yes,8.916,million tonnes,1.9403432,gram/tonne,17300.1,kilogram,556211.1381747,ounce (troy),1.029,million tonnes,1.8,gram/tonne,1852.2,kilogram,59549.6135934,ounce (troy),19152.3,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/9c1014f5-a656-4ca6-9eb5-af9f9d66de5c,10/04/2026,E 39/1864,EXPLORATION LICENCE,MATSA GOLD PTY LTD,LIVE,Mine,Openpit,Care and Maintenance,"Au, Ag"
331842,Fortnum,Fortnum,J00109,Gold,S0006746,-25.321886,118.358508,Bryah Basin,Gold,Au,Yes,28.0639,million tonnes,2.11903983,gram/tonne,59468.522,kilogram,1911957.40528593,ounce (troy),4.804,million tonnes,2.13550583,gram/tonne,10258.97,kilogram,329833.54895059,ounce (troy),69727.492,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/987ea2c5-255b-4a74-86a5-9ce5efa3d632,10/04/2026,M 52/132,MINING LEASE,ARAGON RESOURCES PTY LTD,LIVE,Mine,Decline,Operating,"Au, Ag"
331845,Foster-Baker - Kambalda Gold,Kambalda Gold,J06786,Gold,S0243252,-31.359781,121.769429,Eastern Goldfields Superterrane,Gold,Au,Yes,1.471,million tonnes,1.80978926,gram/tonne,2662.2,kilogram,85591.7186634,ounce (troy),0.2682,million tonnes,1.89,gram/tonne,506.898,kilogram,16297.14935281,ounce (troy),3169.098,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/f70be584-4669-2d0a-de0e-0b96a87c1c01,10/04/2026,M 15/1549,MINING LEASE,LUNNON METALS LIMITED,LIVE,Mine,Unspecified,Operating,Au
331847,Francis Furness,Francis Furness,J01572,Gold,S0003979,-31.497266,119.534113,Youanmi Terrane,Gold,Au,Yes,0.003,million tonnes,40,gram/tonne,120,kilogram,3858.08964,ounce (troy),,,,,,,,,120,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/78f88d41-9070-4461-bbe3-60c11f2fc3ae,10/04/2026,M 77/25,MINING LEASE,SALVATION GOLD PTY LTD,LIVE,Mine,Unspecified,Shut,"Au, Ag"
331860,Garden Gully / CEREP,Garden Gully,J02280,Gold,S0006620,-30.965896,121.172511,Eastern Goldfields Superterrane,Gold,Au,Yes,0.121,million tonnes,3.04,gram/tonne,367.84,kilogram,11826.33077648,ounce (troy),,,,,,,,,367.84,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/db7ef5b6-e38d-466d-b19b-ad62e8ba6e88,10/04/2026,M 15/675,MINING LEASE,FOCUS MINERALS LTD,LIVE,Deposit,Unspecified,Undeveloped,"Au, Ag"
331861,Garden Gully / New Murchison,Garden Gully,J01772,Gold,S0236372,-26.448724,118.464348,Youanmi Terrane,Gold,Au,Yes,2.244,million tonnes,3.8714795,gram/tonne,8687.6,kilogram,279312.8296372,ounce (troy),0.92,million tonnes,4.57717391,gram/tonne,4211,kilogram,135386.795617,ounce (troy),12898.6,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/e54380db-0e9c-4457-98c5-f0ceff4ce9df,10/04/2026,M 51/886,MINING LEASE,NM GOLD OPERATIONS PTY LTD,LIVE,Mine,Openpit,Operating,"Au, Ag"
331866,GBF Paris ,GBF Paris ,J04873,Gold,S0000263,-31.588749,121.975891,Eastern Goldfields Superterrane,Gold,Au,Yes,2.518,million tonnes,3.09912629,gram/tonne,7803.6,kilogram,250891.5692892,ounce (troy),,,,,,,,,7803.6,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/1f5c3695-8f8b-4a2f-8978-982ac988357a,10/04/2026,M 15/498,MINING LEASE,TORQUE METALS LIMITED,LIVE,Mine,Openpit,Care and Maintenance,"Au, Ag"
331869,Gibraltar South / Torian,Gibraltar South,J00218,Gold,S0006684,-31.055616,120.994212,Eastern Goldfields Superterrane,Gold,Au,Yes,0.062,million tonnes,3.8,gram/tonne,235.6,kilogram,7574.7159932,ounce (troy),,,,,,,,,235.6,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/34e001bc-f97d-4297-8ec3-12b20ee1d88d,10/04/2026,M 15/1876,MINING LEASE,GOLDARC RESOURCES LIMITED,PENDING,Deposit,Unspecified,Undeveloped,"Au, Ag"
331876,Gimlet / First Au,Gimlet,J05443,Gold,S0236997,-30.682767,121.375287,Eastern Goldfields Superterrane,Gold,Au,Yes,1.1659,million tonnes,3.19,gram/tonne,3719.221,kilogram,119575.73340809,ounce (troy),,,,,,,,,3719.221,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/8561e219-ba1a-4144-aef6-109ff17775ab,10/04/2026,M 26/849,MINING LEASE,FIRST AU LIMITED,LIVE,Deposit,Unspecified,Undeveloped,"Au, Ag"
331877,Gladiator Tailings,Gladiator Tailings,J01502,Gold,S0003700,-28.624496,122.356409,Eastern Goldfields Superterrane,Gold,Au,Yes,0.1,million tonnes,1.2,gram/tonne,120,kilogram,3858.08964,ounce (troy),,,,,,,,,120,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/9d2963bd-9d9d-48d0-ab89-bb111b0e2728,10/04/2026,L 38/200; LTT 70/4731; M 38/364,MISCELLANEOUS LICENCE; LICENCE TO TREAT TAILINGS; MINING LEASE,DOVERIDGE INVESTMENTS PTY LTD; SVENSON NOMINEES PTY LTD; LAVERTON GOLD PTY LTD,LIVE; LIVE; LIVE,Mine,Tailings storage facility,Shut,Au
331883,Glenburgh,Glenburgh,J02011,Gold,S0020506,-25.391457,116.100229,Glenburgh Terrane,Gold,Au,Yes,16.34,million tonnes,0.95899633,gram/tonne,15670,kilogram,503802.20549,ounce (troy),,,,,,,,,15670,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/e641a01f-06d3-4ace-bf59-fcd86800d935,10/04/2026,M 09/148,MINING LEASE,GASCOYNE RESOURCES (WA) PTY LTD,LIVE,Mine,Openpit,Proposed,"Au, Ag"
331889,Gold Duke,Gold Duke,J00060,Gold,S0000113,-26.787785,119.951775,Youanmi Terrane,Gold,Au,Yes,4.844,million tonnes,1.80489265,gram/tonne,8742.9,kilogram,281090.7659463,ounce (troy),,,,,,,,,8742.9,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/97039f06-4d3f-4b40-8585-2c9dadfb9739,10/04/2026,M 53/1018-I,MINING LEASE,GWR GROUP LIMITED,LIVE,Mine,Openpit,Proposed,"Au, Ag"
331891,Golden Grove,Golden Grove,J00527,Zinc,S0001256,-28.765074,116.962417,Youanmi Terrane,Gold,Au,No,63,million tonnes,0.58079365,gram/tonne,36590,kilogram,1176395.83273,ounce (troy),18.1,million tonnes,0.63149171,gram/tonne,11430,kilogram,367483.03821,ounce (troy),48020,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/4de6c8ba-e23b-400d-98a6-14dc6f4f9875,10/04/2026,L 59/26; M 59/195,MISCELLANEOUS LICENCE; MINING LEASE,GOLDEN GROVE OPERATIONS PTY LTD; GOLDEN GROVE OPERATIONS PTY LTD,LIVE; LIVE,Mine,Decline,Operating,"Cu, Zn, Pb, Ag, Au"
331895,Golden Grove Alluvials 2 / Minjar,Golden Grove Alluvials 2,J01430,Gold,S0003503,-28.76748,116.991158,Yilgarn Craton granites,Gold,Au,Yes,0.02,million tonnes,0.6,gram/tonne,12,kilogram,385.808964,ounce (troy),,,,,,,,,12,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/c8392db1-f1f9-4a12-a4f3-3cc71fd8c41f,10/04/2026,M 59/268-I,MINING LEASE,DC MINES PTY LTD,LIVE,Mine,Scraping-Detecting area,Shut,Au
331896,Golden Lode,Golden Lode,J04001,Gold,S0225235,-30.06212,120.620351,Eastern Goldfields Superterrane,Gold,Au,Yes,0.21,million tonnes,8.3,gram/tonne,1743,kilogram,56038.752021,ounce (troy),,,,,,,,,1743,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/38affa13-12dd-4bab-8cee-622ae4c34067,10/04/2026,E 30/589; M 30/257,EXPLORATION LICENCE; MINING LEASE,ADMIRAL GOLD PTY LTD; MINSTREL RESOURCES PTY LTD,LIVE; LIVE,Mine,Unspecified,Operating,"Au, Ag"
331897,Golden Mile / KCGM,Golden Mile,J00102,Gold,S0021542,-30.777958,121.50353,Eastern Goldfields Superterrane,Gold,Au,Yes,836.282,million tonnes,1.42705152,gram/tonne,1193417.5,kilogram,38369264.1078725,ounce (troy),363.973,million tonnes,1.22076418,gram/tonne,444325.2,kilogram,14285387.0909244,ounce (troy),1637742.7,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/0b1c0b2d-2f3a-4e5e-8e6b-c3a6faa2f2a7,10/04/2026,M 26/405,MINING LEASE,NORTHERN STAR (KLV) PTY LTD,LIVE,Mine,Openpit,Operating,"Au, Ag"
331899,Golden Range,Golden Range,J01075,Gold,S0241987,-28.906021,116.950325,Youanmi Terrane,Gold,Au,Yes,25.585,million tonnes,1.63686457,gram/tonne,41879.18,kilogram,1346446.92074746,ounce (troy),,,,,,,,,41879.18,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/f63f54e8-acb3-44cf-94cb-28b8fd00627d,10/04/2026,M 59/421-I,MINING LEASE,DC MINES PTY LTD,LIVE,Mine,Openpit,Care and Maintenance,"Au, Sb"
331900,Golden Ridge,Golden Ridge,J01021,Gold,S0002217,-30.847831,121.667355,Eastern Goldfields Superterrane,Gold,Au,Yes,1.42,million tonnes,1.23133803,gram/tonne,1748.5,kilogram,56215.5811295,ounce (troy),,,,,,,,,1748.5,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/dc0adb75-0600-4dd9-90f7-f2ba13fea418,10/04/2026,M 26/41; L 26/240,MINING LEASE; MISCELLANEOUS LICENCE,BLACK MOUNTAIN GOLD PTY LIMITED; POLYMETALS (WA) PTY LTD,LIVE; LIVE,Mine,Openpit,Care and Maintenance,"Au, Ag"
331902,Golden Vale - Copperfield,Golden Vale - Copperfield,J01202,Gold,S0002627,-29.119103,120.513814,Eastern Goldfields Superterrane,Gold,Au,Yes,0.496,million tonnes,1.7,gram/tonne,843.2,kilogram,27109.5098704,ounce (troy),,,,,,,,,843.2,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/cb35c805-8118-4d3f-badf-9db68f38b246,10/04/2026,M 29/94,MINING LEASE,MT IDA LITHIUM PTY LTD,LIVE,Mine,Openpit,Proposed,Au
331903,Golden Valley Prospecting / Taylor,Golden Valley Prospecting,J02483,Gold,S0000252,-30.880956,119.040408,Youanmi Terrane,Gold,Au,Yes,0.022,million tonnes,19.71818182,gram/tonne,433.8,kilogram,13946.9940486,ounce (troy),,,,,,,,,433.8,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/0c97a583-2ba1-4bc6-a469-26a3f866fc06,10/04/2026,M 77/979,MINING LEASE,"TAYLOR, PETER JOHN",LIVE,Mine,Decline,Shut,"Au, Ag"
331904,Golden Virgin - Parker Range,Golden Virgin - Parker Range,J02634,Gold,S0019628,-31.632998,119.586036,Youanmi Terrane,Gold,Au,Yes,0.17,million tonnes,3.1,gram/tonne,527,kilogram,16943.443669,ounce (troy),,,,,,,,,527,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/4fea73a5-52bd-4492-ade0-e3235cbab30c,10/04/2026,M 77/405,MINING LEASE,DJO MINERALS PTY LTD,LIVE,Mine,Openpit,Shut,Au
331912,Gonneville,Gonneville,J05657,Nickel,S0238370,-31.521578,116.21026,Yilgarn Craton granites,Gold,Au,No,664.4,million tonnes,0.02174744,gram/tonne,14449,kilogram,464546.143403,ounce (troy),262.5,million tonnes,0.0260381,gram/tonne,6835,kilogram,219750.355745,ounce (troy),21284,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/7967c071-c35b-e1e0-641f-cb87ed783791,10/04/2026,E 70/5118,EXPLORATION LICENCE,CGM (WA) PTY LTD,LIVE,Deposit,Unspecified,Undeveloped,"Ni, Cu, Pd, Pt, Co, Au, Ag"
331916,Goodenough / Kairiki,Goodenough,J02707,Gold,S0020062,-29.676896,121.077914,Eastern Goldfields Superterrane,Gold,Au,Yes,1.358,million tonnes,1.40178203,gram/tonne,1903.62,kilogram,61202.80500414,ounce (troy),,,,,,,,,1903.62,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/b2dd684c-8aae-49fa-9c0c-3e14da08865e,10/04/2026,M 29/141,MINING LEASE,MENZIES GOLDFIELD PTY LTD,LIVE,Deposit,Unspecified,Undeveloped,"Au, Ag"
331917,Goongarrie Gold,Goongarrie,J04881,Gold,S0002200,-30.148226,121.186411,Eastern Goldfields Superterrane,Gold,Au,Yes,0.178,million tonnes,2.7,gram/tonne,480.6,kilogram,15451.6490082,ounce (troy),,,,,,,,,480.6,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/2a58dbe5-5b56-4fb1-ab2a-40f514401f53,10/04/2026,L 24/227; M 24/778-I,MISCELLANEOUS LICENCE; MINING LEASE,APHRODITE GOLD PTY LTD; KALGOORLIE NICKEL PTY LTD,LIVE; LIVE,Deposit,Unspecified,Undeveloped,"Au, Ag"
331918,Goongarrie Lady,Goongarrie Lady,J04956,Gold,S0000258,-30.081341,121.184491,Eastern Goldfields Superterrane,Gold,Au,Yes,0.31,million tonnes,2.36645161,gram/tonne,733.6,kilogram,23585.7879992,ounce (troy),,,,,,,,,733.6,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/7e738359-086c-413a-a3b5-245effb8c535,10/04/2026,M 29/420,MINING LEASE,RESOURCE MINING PTY LTD,LIVE,Mine,Openpit,Operating,"Au, Ag"
331919,Gordon - Sirdar,Gordon - Sirdar,J01307,Gold,S0003946,-30.450334,121.594507,Eastern Goldfields Superterrane,Gold,Au,Yes,1.398,million tonnes,1.65,gram/tonne,2306.7,kilogram,74162.1281049,ounce (troy),,,,,,,,,2306.7,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/2fc8c5eb-bee0-4563-a263-40d95b53d0ec,10/04/2026,M 27/412; L 27/78,MINING LEASE; MISCELLANEOUS LICENCE,FMR INVESTMENTS PTY LIMITED; POSEIDON NICKEL PTY LIMITED,LIVE; LIVE,Mine,Openpit,Operating,"Au, Ag"
331925,Gordons Project,Gordons Project,J05485,Gold,S0237211,-30.420924,121.539519,Eastern Goldfields Superterrane,Gold,Au,Yes,0.365,million tonnes,1.7,gram/tonne,620.5,kilogram,19949.5385135,ounce (troy),,,,,,,,,620.5,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/a5dcd70d-4cb4-46f4-98c0-6a112fb44ac4,10/04/2026,M 27/502,MINING LEASE,YANDAL RESOURCES LIMITED,LIVE,Deposit,Unspecified,Undeveloped,"Au, Ag"
331930,Grace,Grace,J04502,Gold,S0029748,-21.93771,122.339285,Yeneena Basin,Gold,Au,Yes,1.59,million tonnes,1.35,gram/tonne,2146.5,kilogram,69011.5784355,ounce (troy),,,,,,,,,2146.5,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/5f1672ea-431a-4ba5-aefa-bc8e9a87124c,10/04/2026,E 45/4524,EXPLORATION LICENCE,ACN 603 462 513 PTY LTD,LIVE,Deposit,Unspecified,Undeveloped,"Au, Cu, As, Ag"
331931,Grace Darling,Grace Darling,J00133,Gold,S0000267,-30.392884,121.31889,Eastern Goldfields Superterrane,Gold,Au,Yes,0.13,million tonnes,10,gram/tonne,1300,kilogram,41795.9711,ounce (troy),,,,,,,,,1300,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/15d245ba-b740-4b66-82b0-da7ce338a450,10/04/2026,M 24/372,MINING LEASE,IRONHAWK RESOURCES (GOLD OPERATIONS) PTY LTD,LIVE,Mine,Shaft,Care and Maintenance,Au
331932,Granny Smith,Granny Smith,J00134,Gold,S0020380,-28.852129,122.305127,Yilgarn Craton granites,Gold,Au,Yes,23.561,million tonnes,5.10314503,gram/tonne,120235.2,kilogram,3865651.4956944,ounce (troy),11.542,million tonnes,6.47716167,gram/tonne,74759.4,kilogram,2403570.5552718,ounce (troy),194994.6,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/64ecf09e-d625-46fc-b5e3-cb0488287c54,10/04/2026,M 38/692,MINING LEASE,GSM MINING COMPANY PTY LTD,LIVE,Mine,Decline,Operating,"Au, Ag"
331933,Grants Creek,Grants Creek,J01224,Gold,S0002705,-17.831605,127.913705,"Lamboo Province, Eastern Zone",Gold,Au,Yes,0.179,million tonnes,2.4,gram/tonne,429.6,kilogram,13811.9609112,ounce (troy),,,,,,,,,429.6,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/5cb6f9e1-0b73-4c7a-822b-a6d4fcebab9a,10/04/2026,E 80/4952,EXPLORATION LICENCE,HALLS CREEK MINING PTY LTD,LIVE,Deposit,Unspecified,Undeveloped,"Au, Ag"
331935,Grass Flat,Grass Flat,J04875,Gold,S0023139,-29.475505,119.095408,Youanmi Terrane,Gold,Au,Yes,0.763419,million tonnes,3.21123767,gram/tonne,2451.51985,kilogram,78818.19446283,ounce (troy),,,,,,,,,2451.51985,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/53a20a50-5e31-4ff5-86d1-31c174c330bd,10/04/2026,E 77/3353; P 77/4706,EXPLORATION LICENCE; PROSPECTING LICENCE,DUKETON MINING LIMITED; WEST AUSTRALIAN PROSPECTORS PTY LTD,PENDING; PENDING,Mine,Openpit,Shut,"Au, Ag, PGE, Ni"
331936,Great Bingin - Bullfinch North - Central East Zone,Great Bingin,J00129,Gold,S0005511,-30.828528,119.052409,Youanmi Terrane,Gold,Au,Yes,0.0547,million tonnes,7.37082267,gram/tonne,403.184,kilogram,12962.66677845,ounce (troy),,,,,,,,,403.184,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/044f5014-619d-4481-a270-5712b0d38e3e,10/04/2026,P 77/4350,PROSPECTING LICENCE,NICKGRAPH PTY LTD,LIVE,Mine,Decline,Shut,"Au, Ag"
331937,Great Western,Great Western,J05237,Gold,S0003919,-28.317041,121.180502,Yilgarn Craton granites,Gold,Au,Yes,0.385,million tonnes,2.81818182,gram/tonne,1085,kilogram,34883.560495,ounce (troy),,,,,,,,,1085,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/972b04bb-9190-4d16-899a-142a8c34346f,10/04/2026,M 37/54,MINING LEASE,DARLOT MINING COMPANY PTY LTD,LIVE,Mine,Openpit,Care and Maintenance,"Au, Ag"
331970,Gum Creek Gold,Gum Creek,J00115,Gold,S0237181,-27.045187,119.328781,Youanmi Terrane,Gold,Au,Yes,37.969,million tonnes,1.88472754,gram/tonne,71561.22,kilogram,2300746.67923134,ounce (troy),,,,,,,,,71561.22,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/9aa00eb9-fb67-46f1-81c9-9bc13c9b72b4,10/04/2026,E 51/1538,EXPLORATION LICENCE,GUM CREEK GOLD MINES PTY LTD,LIVE,Deposit,Unspecified,Undeveloped,"Cu, Zn"
331973,Gwalia - Leonora,Gwalia - Leonora,J00330,Gold,S0002383,-28.918407,121.333484,Eastern Goldfields Superterrane,Gold,Au,Yes,63.206,million tonnes,3.45356137,gram/tonne,218285.8,kilogram,7018051.5294926,ounce (troy),21.71,million tonnes,3.02422847,gram/tonne,65656,kilogram,2110889.445032,ounce (troy),283941.8,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/bc12581c-a62c-443c-96b2-c1eac43e8a8d,10/04/2026,M 37/137,MINING LEASE,GENESIS MINERALS (LEONORA) PTY LTD,LIVE,Mine,Decline,Operating,"Au, Ag"
